idcontrato;nAnuncio;tipoprocedimento;objectoContrato;dataPublicacao;dataCelebracaoContrato;precoContratual;prazoExecucao;NIPC_entidade_comunicante;entidade_comunicante;fundamentacao
10526675;;Consulta Prévia; Conceção e execução da Empreitada para a Reabilitação das piscinas exteriores e edifício de apoio da Unidade Hoteleira de Vila Nova de Cerveira;30/01/2024;24/01/2024;135850;90;500122237;Fundação INATEL;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10526700;;Ajuste Direto Regime Geral;Aquisição de uma assinatura anual da plataforma Jove (conteúdo JoVe Research) para o ano de 2024;30/01/2024;29/01/2024;8000;366;502659807;Faculdade de Farmácia da Universidade de Lisboa;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10526701;14883/2023;Concurso público;Aquisição de carne de aves e coelho para diversos espaços;30/01/2024;19/01/2024;14817,65;366;500122237;Fundação INATEL;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10526716;;Ajuste Direto Regime Geral;DIV REAGENTES PROTEINAS ESPECIFICAS-  PC.00294.2024;30/01/2024;25/01/2024;8400;91;509822940;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos
10526724;;Ajuste Direto Regime Geral;MEIOS P REAL ANALISES CLINICAS CITOMETRIA DE FLUXO- PC.00297.2024;30/01/2024;26/01/2024;6000;91;509822940;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos
10526737;12791/2023;Concurso público;CP 0721/23: Aquisição de compressas e dardos;30/01/2024;02/01/2024;16471;152;506362299;Instituto Português de Oncologia do Porto Francisco Gentil, E. P. E.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10526742;;Ajuste Direto Regime Geral;DIVERSO MATERIAL CLINICO;30/01/2024;23/01/2024;4050;91;509822940;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos
10526770;;Ajuste Direto Regime Geral;Aquisição de serviços combinados de vigilância e segurança humana e de ligação à central de receção e monitorização de alarmes nos três edifícios da ESEP, ou seja, sede, polo AG e polo CP.;30/01/2024;26/01/2024;6066,53;29;507880803;Escola Superior de Enfermagem do Porto;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10526825;;Ajuste Direto Regime Geral;241G000031/13559 - VÁRIAS FAMÍLIAS (PLURIANUAL 202;30/01/2024;30/01/2024;52682,4;1096;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10526838;14687/2023;Concurso público;CT-23/00967L02/F01/F02/F03P00 - Lote 2  - aquisição de serviços de medicina do trabalho, incluindo serviços de avaliação psicológica para os anos de 2024 e 2025 - Lote 2 - Avaliações psicológicas, em regime de fornecimento contínuo, nos termos do Caderno de Encargos, Anexo B, características técnicas e proposta adjudicada.;30/01/2024;29/01/2024;31500;702;500051062;Município de Sintra;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10526886;;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de Cateteres;30/01/2024;24/01/2024;3232;30;508786193;Unidade Local de Saúde do Alto Minho, E. P. E.;Artigo 259.º do Código dos Contratos Públicos
10526896;;Ajuste Direto Regime Geral;Prestação de Serviços de apoio logístico aos elevadores do passadiço da Rua da Beneficência da Junta de Freguesia de Avenidas Novas.;30/01/2024;30/01/2024;8262,32;335;510856861;Freguesia de Avenidas Novas;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10526898;;Ao abrigo de acordo-quadro (art.º 259.º);"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2020/61; 2021/12; 2021/55; 2021/6; 2021/61; 2022/173; 2022/40; 2022/55; 2023/304; 2023/481 para aquisição de medicamentos.";30/01/2024;26/01/2024;2745,56;340;503035416;HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE;Artigo 259.º do Código dos Contratos Públicos
10526913;;Ao abrigo de acordo-quadro (art.º 259.º);"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2020/61; 2021/12; 2021/55; 2021/6; 2021/61; 2022/173; 2022/40; 2022/55; 2023/304; 2023/481 para aquisição de medicamentos.";30/01/2024;26/01/2024;148122,78;340;503035416;HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE;Artigo 259.º do Código dos Contratos Públicos
10526929;;Ao abrigo de acordo-quadro (art.º 259.º);"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2020/61; 2021/12; 2021/55; 2021/6; 2021/61; 2022/173; 2022/40; 2022/55; 2023/304; 2023/481 para aquisição de medicamentos.";30/01/2024;26/01/2024;98841,81;340;503035416;HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE;Artigo 259.º do Código dos Contratos Públicos
10526932;;Ajuste Direto Regime Geral;Aquisição de Medicamentos Exclusivos ALVES & C.ª (IRMÃOS), LDA. para o ano de 2024;30/01/2024;25/01/2024;10610;365;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10526935;;Consulta Prévia;Aquisição de serviços de transporte, durante o ano de 2024;30/01/2024;26/01/2024;36320;332;501306269;Município de Ovar;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10526952;;Ajuste Direto Regime Geral;Aquisição de Medicamentos Exclusivos ADSTERPT Unipessoal, Lda para o ano de 2024;30/01/2024;25/01/2024;12780;365;508142156;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10526954;;Ajuste Direto Regime Geral;Prestação de Serviços de Retirada de Túnel de Lavagem;30/01/2024;04/01/2024;5188;10;500900469;SUCH | Serviço de Utilização Comum dos Hospitais;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10526965;;Ao abrigo de acordo-quadro (art.º 259.º);Fornecimento de gás propano a granel para edifícios municipais;30/01/2024;25/01/2024;26102;365;506932273;Município de Vila de Rei;Artigo 259.º do Código dos Contratos Públicos
10526995;;Ajuste Direto Regime Geral;Serviços de coprodução do IV Festival Internacional de Santa Cecília e concerto associado à inauguração do Atelier António Carneiro.;30/01/2024;24/01/2024;15250;90;501306099;Município do Porto;Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos
10526999;;Ajuste Direto Regime Geral;MANUTENÇÃO do EQUIPAMENTO de TOMOTERAPIA ;30/01/2024;10/01/2024;228000;365;506361438;Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10527002;18896/2023;Concurso público;Aquisição de plantas para os espaços verdes do Município de Vila Nova de Gaia;30/01/2024;29/01/2024;120000;731;505335018;Município de Vila Nova de Gaia;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10527022;;Ajuste Direto Regime Geral;EXECUÇÃO DE EXCHANGE-REPAIR DE VIDEOENDOSCÓPIO DO HOSPITAL ESCOLAR VETERINÁRIO DA FMV-ULISBOA;30/01/2024;30/01/2024;6361,6;30;502286326;Faculdade de Medicina Veterinária da Universidade de Lisboa;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10527038;;Ajuste Direto Regime Geral;Sistema Integrado de Registo de Assiduidade nos SMAS de Viseu;30/01/2024;29/01/2024;7884,71;60;680020063;Serviços Municipalizados de Viseu;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10527072;2787/2023;Concurso público;AQUISIÇÃO DE CONSUMÍVEIS DE HIGIENE;30/01/2024;26/01/2024;107176;705;508184509;Agência para a Modernização Administrativa, I. P.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10523255;5320/2023;Concurso público;Aquisição de serviços de assistência técnica e manutenção aos equipamentos de segurança passiva eletrónica;29/01/2024;16/01/2024;283972,8;943;600072525;Direção-Geral da Administração da Justiça;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
10523258;;Ajuste Direto Regime Geral;Aquisição de 1 (uma) máquina de lavar louça, para a Casa de Acolhimento de Emergência de Penafiel.;29/01/2024;26/01/2024;2900;7;503154911;Associação Para O Desenvolvimento De Figueira;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523351;;Ajuste Direto Regime Geral;40003024 - Prestação de serviços de fornecimento de alimentação a doentes e pessoal do Centro Hospitalar Universitário de Lisboa Central, E.P.E. - Pólos HDE e MAC, durante o mês de janeiro de 2024;29/01/2024;01/01/2024;131501,09;31;508080142;Centro Hospitalar Universitário Lisboa Central, E. P. E.;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523381;;Consulta Prévia;Serviços técnicos de reparação e manutenção para a Freguesia de Alcântara em 2024 - Procedimento n.º 26-FAlc-2023;29/01/2024;03/01/2024;24000;364;501132554;Freguesia de Alcântara;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523417;;Ajuste Direto Regime Geral;Aquisição de componentes para equipamentos de alguns Parques Infantis;29/01/2024;26/01/2024;14652,7;30;506697320;Municipio de Viseu;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523423;;Ajuste Direto Regime Geral;Fornecimento de Produtos Alimentares para o bufete.;29/01/2024;19/01/2024;5142,5;66;600081346;Agrupamento de Escolas de Castro Verde;Artigo 32.º, n.º 2 do Código dos Contratos Públicos
10523442;;Consulta Prévia;Consulta Prévia n.º 132/2023/DICP - Aquisição de revistas temáticas para oferta, a título de lembrança institucional, na modalidade de fornecimento contínuo;29/01/2024;29/01/2024;8325;731;505181266;Município de Leiria;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523489;;Ajuste Direto Regime Geral;2524000061 Pagamento de Portagens de 1 viatura comercial em RAC;29/01/2024;29/01/2024;1140;365;501390642;CASA PIA DE LISBOA, I.P.      ;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10523516;16851/2023;Concurso público;Requalificação do Recinto da Feira de Santo Tirso;29/01/2024;12/01/2024;1376218,26;365;501306870;Município de Santo Tirso;Artigo 19.º, alínea a) do Código dos Contratos Públicos
10523531;;Ajuste Direto Regime Geral;20240020 - Aquisição de serviços de consultoria técnica para a Unidade de Água e Solo do Departamento de Saúde Ambiental do INSA, I.P., para o ano de 2024;29/01/2024;29/01/2024;12000;336;501427511;Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.;Artigo 27.º, n.º 1, alínea e) do Código dos Contratos Públicos
10523541;;Ajuste Direto Regime Geral;UIL - EDU - Refeitórios Escolares - Aquisição Bens Alimentares Padaria;29/01/2024;02/01/2024;6320,75;364;510878393;Freguesia de Parque das Nações;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523565;;Ajuste Direto Regime Geral;"Beneficiação da Rua S. Sebastião em Carapito
";29/01/2024;22/01/2024;29683,45;30;506809307;Município de Aguiar da Beira;Artigo 19.º, alínea d) do Código dos Contratos Públicos
10523573;;Consulta Prévia;Aquisição de material didático para as piscinas municipais e para aulas de grupo e treinos dos equipamentos desportivos municipais – Por Lotes;29/01/2024;21/01/2024;6257,69;30;500051054;Município de Almada;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523582;13590/2023;Concurso público;DAP 2023.0098 - Aquisição de serviços para elaboração do Estudo no âmbito da Campanha Nacional do SUAVA;29/01/2024;05/01/2024;98928,75;726;510089224;Instituto Português do Desporto e Juventude I.P.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10523587;;Consulta Prévia;"Obras de Reabilitação Interior de Habitações Devolutas no Bairro Fonte da Moura; Rua de Angola - Bloco 1 - Entrada 79 - Casa 21; Bairro Fonte da Moura; Rua de Angola - Bloco 28 - Entrada 128 - Casa 31; Bairro Fonte da Moura; Rua de Angola - Bloco 28 - Entrada 158 - Casa 12; Bairro de Pereiró; Rua dos Cedros - Bloco A - Casa 3.1 e Bairro de Pereiró; Rua dos Choupos - Bloco B - Casa 1.6 (HD.001.2023.112)";29/01/2024;29/01/2024;57482,44;60;505037700;CMPH  Empresa de Habitação e Manutenção do Município do Porto, E.M.;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10523588;;Ajuste Direto Regime Geral;Aquisição de pão e produtos de pastelaria para o bufete;29/01/2024;12/01/2024;7475;66;600081346;Agrupamento de Escolas de Castro Verde;Artigo 32.º, n.º 2 do Código dos Contratos Públicos
10523593;;Ajuste Direto Regime Geral;241G000171-VÁRIAS FAMÍLIAS;29/01/2024;26/01/2024;258,96;335;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10523643;;Consulta Prévia;Procedimento de Consulta Previa para Abertura De Procedimento Para O Controlo De Pragas Nas Redes De Drenagem do Concelho;29/01/2024;04/01/2024;50000;366;505991527;EMAS-Empresa Municipal de Água e Saneam. de Beja;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523655;;Consulta Prévia;Aquisição de serviços de saúde para o ano de 2024 – IP Adjudicação para o Lote 1, Lote 2, Lote 3 e Lote 5;29/01/2024;29/01/2024;5300;366;500051062;Município de Sintra;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523675;;Ajuste Direto Regime Geral;Procedimento de Ajuste Direto para a Prestação de Serviços de Contrato de Manutenção Evolutiva da Aplicação Informática de Gestão Comercial de Água e Saneamento - Aquamatrix;29/01/2024;01/01/2024;73260;1096;505991527;EMAS-Empresa Municipal de Água e Saneam. de Beja;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10523708;;Ajuste Direto Regime Geral;Aquisição URGENTE de soluções cutâneas da empresa BARNA;29/01/2024;23/01/2024;3750;366;507618319;Unidade Local de Saúde Lisboa Ocidental, EPE (ULSLO);Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523710;;Ajuste Direto Regime Geral;Prestação de serviços para o ano 2024 de patrocínio judiciário e assessoria por António Ferrão, Advogado;29/01/2024;12/01/2024;19975;366;503933813;Infraestruturas de Portugal;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523734;;Ajuste Direto Regime Geral;DIVERSOS REAGENTES P REALIZAÇÃO DE ANALISES CLINICAS PC.01921.2023;29/01/2024;04/01/2024;12265;31;509822940;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos
10523746;;Consulta Prévia;RAMAIS DE ALIMENTAÇÃO BT PARA EQUIPAMENTOS NA VIA PÚBLICA E REPARAÇÕES VÁRIAS;29/01/2024;29/01/2024;81250,5;90;506901173;Município de Braga;Artigo 19.º, alínea c) do Código dos Contratos Públicos
10523753;;Consulta Prévia;Consulta Prévia nº 2-2023-Produtos de Charcutaria;29/01/2024;02/01/2024;4672;365;600020282;Escola Secundária Camões, Lisboa;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523766;;Consulta Prévia;C P nº 03/2024 – Manutenção de Equip Informáticos;29/01/2024;29/01/2024;2320;180;600078230;Agrupamento de Escolas Manoel de Oliveira;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos
10523777;;Ajuste Direto Regime Geral;FACTOR VII RECOMB INJ AMP (PC.00199.2024);29/01/2024;19/01/2024;7252,82;182;509822940;Unidade Local de Saúde de Viseu Dão-Lafões, E. P. E.;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos
10523816;17392/2023;Concurso público;Aquisição de Papel Laser 75g/m2 no formato A4, branco, para cópia e impressão;29/01/2024;18/01/2024;68112;366;500792887;Imprensa Nacional - Casa da Moeda, S. A.;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10523852;;Ajuste Direto Regime Geral;Serviços de distribuição de água e conexos;29/01/2024;25/01/2024;50000;366;502488603;ISEG - Instituto Superior de Economia e Gestão;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos
10523855;;Ajuste Direto Regime Geral;Aquisição  máquina de lavar loiça e trituradoras industriais para refeitórios escolares municipais;29/01/2024;29/01/2024;5710;5;502173653;Município de Torres Vedras;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos
10523879;;Ao abrigo de acordo-quadro (art.º 258.º);AQUISIÇÃO DE SERVIÇOS DE REPARAÇÃO DE PARAFUSOS DE ARQUIMEDES DA ÁGUAS DO NORTE, S.A.. Lote 1.1.ª renovação.;29/01/2024;26/01/2024;3105;30;513606084;Águas do Norte, S. A.;Artigo 258.º do Código dos Contratos Públicos
10523886;21057/2023;Concurso público;AQUISIÇÃO DE SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO DA NAU QUINHENTISTA;29/01/2024;22/01/2024;151772;91;505804786;Município de Vila do Conde;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10523889;17856/2023;Concurso público;Aquisição de cantoneiras e ganchos M20 para pontes metálicas;29/01/2024;26/01/2024;54589;150;503933813;Infraestruturas de Portugal;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos
10523919;2742/2023;Concurso público;AQUISIÇÃO DE APÓLICES DE SEGUROS PARA OS RAMOS DE ACIDENTES DE TRABALHO, FROTA AUTOMÓVEL, MULTIRRISCOS PATRIMONIAIS, RESPONSABILIDADE CIVIL E RESPONSABILIDADE AMBIENTAL, PARA O BIÉNIO 2024-2025;29/01/2024;26/01/2024;6710,92;731;680033629;Serviços Municipalizados de Setubal;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos
